"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.010840837E1;4.732708282E0;-1.029409332E0;8.745413818E0;9.997023263E0
1.011846537E1;4.453089752E0;-7.943980408E-1;8.832981720E0;9.923842132E0
1.012852237E1;4.349056091E0;-6.903643799E-1;9.443562012E0;1.041977712E1
1.013857937E1;4.616250458E0;-7.788304138E-1;1.030067963E1;1.131460763E1
1.014863637E1;4.639751587E0;-9.083111572E-1;1.114118179E1;1.210282015E1
1.015869338E1;4.642595673E0;-9.542655945E-1;1.157557846E1;1.250833059E1
1.016875038E1;4.818330231E0;-8.936416626E-1;1.146900009E1;1.247208342E1
1.017880738E1;4.820425873E0;-9.228309631E-1;1.111453720E1;1.214994073E1
1.018886437E1;4.664450226E0;-8.261320496E-1;1.056068893E1;1.157444344E1
1.019892137E1;1.024873764E1;-6.234535217E-1;2.066018692E1;2.307094799E1
1.020897837E1;5.886059875E0;5.897735596E-2;1.012823822E1;1.171453749E1
1.021903537E1;3.308420105E0;9.689350891E-1;7.071295166E0;7.866873211E0
1.022909237E1;6.035299530E0;8.419990540E-1;1.276171188E1;1.414196213E1
1.023914937E1;3.818110199E0;5.858816528E-1;1.077339661E1;1.144496821E1
1.024920637E1;3.625011749E0;-2.525248718E-1;9.853409729E0;1.050210276E1
1.025926337E1;3.549418945E0;-1.242416382E0;9.003776550E0;9.757559402E0
1.026932038E1;3.425626373E0;-1.447938995E0;9.040749664E0;9.775816993E0
1.027937738E1;3.504063263E0;-1.298699341E0;9.661658478E0;1.035918548E1
1.028943438E1;3.561094666E0;-7.881111145E-1;8.861422577E0;9.582657483E0
1.029949137E1;3.451073456E0;-1.015637970E0;8.524772644E0;9.252738898E0
1.030954837E1;2.921325073E0;-1.691033478E0;8.720116425E0;9.350623769E0
1.031960537E1;1.450184326E0;-2.026785278E0;8.820707245E0;9.166011643E0
1.032966237E1;2.015408936E0;-1.748364258E0;9.619895325E0;9.983037454E0
1.033971937E1;2.395318909E0;-2.143542480E-1;9.926308136E0;1.021347608E1
1.034977637E1;2.039508820E0;-1.318757629E-1;9.895921326E0;1.010476355E1
1.035983337E1;2.626438293E0;-7.878117371E-1;9.672885132E0;1.005403065E1
1.036989038E1;2.744991760E0;-8.448431396E-1;9.567204895E0;9.989001411E0
1.037994738E1;2.125729523E0;-6.024971008E-1;9.654473419E0;9.904069152E0
1.039000438E1;1.806443481E0;-6.846762085E-1;9.838141479E0;1.002601852E1
1.040006137E1;1.503922577E0;-9.054670715E-1;9.861043854E0;1.001607905E1
1.041011837E1;1.881437531E0;-1.243015137E0;9.702523499E0;9.961117209E0
1.042017537E1;1.658700714E0;-1.137783966E0;9.628277893E0;9.836136213E0
1.043023237E1;1.963616638E0;-1.054856415E0;9.475894775E0;9.734531019E0
1.044028937E1;2.531984711E0;-9.361532593E-1;9.497000885E0;9.873214031E0
1.045034637E1;2.106269989E0;-9.854008484E-1;9.808353424E0;1.008023735E1
1.046040337E1;1.733694763E0;-9.563612366E-1;9.890233154E0;1.008647789E1
1.047046037E1;1.994153137E0;-1.294358368E0;9.701475677E0;9.988525449E0
1.048051738E1;1.510359192E0;-1.173260193E0;9.692793732E0;9.879674827E0
1.049057438E1;1.860032043E0;-1.211580505E0;9.655072174E0;9.906970536E0
1.050063138E1;2.084415436E0;-1.224603424E0;9.544901276E0;9.846297864E0
1.051068837E1;2.010618896E0;-1.184486847E0;9.558522949E0;9.839255989E0
1.052074537E1;1.329834595E0;-9.479786682E-1;9.993368683E0;1.012593409E1
1.053080237E1;1.354533234E0;-9.964778137E-1;9.942324829E0;1.008352871E1
1.054085937E1;1.172661438E0;-1.000369720E0;9.717043304E0;9.838536731E0
1.055091637E1;1.388512573E0;-9.533674622E-1;9.834998016E0;9.978179326E0
1.056097337E1;1.881287842E0;-8.584648132E-1;9.808054047E0;1.002367846E1
1.057103037E1;1.814826050E0;-9.834548950E-1;9.691895599E0;9.909269268E0
1.058108738E1;1.948647766E0;-1.236877899E0;9.705217896E0;9.975888404E0
1.059114438E1;1.860181732E0;-1.284628601E0;9.570048981E0;9.833431965E0
1.060120138E1;1.523082733E0;-1.216220856E0;9.562265167E0;9.758887709E0
1.061125938E1;1.418001251E0;-1.030906219E0;9.746681671E0;9.903095414E0
1.062131637E1;1.439107361E0;-9.951306152E-1;9.727970581E0;9.884064274E0
1.063137337E1;1.432670746E0;-9.997709656E-1;9.686506805E0;9.842789317E0
1.064143037E1;1.453477478E0;-9.624984741E-1;9.718989258E0;9.874095011E0
1.065148737E1;1.431173859E0;-9.897418213E-1;9.721683655E0;9.876182490E0
1.066154437E1;1.460063782E0;-9.539662170E-1;9.672286377E0;9.828273579E0
1.067160137E1;1.468146973E0;-9.791139221E-1;9.558822327E0;9.720349987E0
1.068165837E1;1.414708099E0;-1.105151825E0;9.566905518E0;9.733881073E0
1.069171538E1;1.326691132E0;-1.372795258E0;9.687404938E0;9.873727290E0
1.070177238E1;1.338217163E0;-1.019829254E0;9.641001434E0;9.786714747E0
1.071182938E1;1.443598022E0;-9.113049316E-1;9.638307037E0;9.788330525E0
1.072188637E1;1.478774872E0;-8.330177307E-1;9.711504822E0;9.858702732E0
1.073194337E1;1.460512848E0;-8.080197144E-1;9.644144897E0;9.787518809E0
1.074200037E1;1.464105377E0;-8.023315430E-1;9.599387970E0;9.743489614E0
1.075205737E1;1.409768372E0;-8.822653198E-1;9.742939453E0;9.883860994E0
1.076211437E1;1.338815918E0;-9.996212769E-1;9.824220428E0;9.965288645E0
1.077217137E1;1.387464752E0;-9.818083191E-1;9.680070190E0;9.828161827E0
1.078222837E1;1.375190277E0;-9.852511597E-1;9.685009918E0;9.831647129E0
1.079228538E1;1.371897125E0;-1.035995636E0;9.660910034E0;9.812674017E0
1.080234238E1;1.347647552E0;-1.159937897E0;9.582024078E0;9.745603896E0
1.081239938E1;1.314117279E0;-1.182840271E0;9.651928711E0;9.812529907E0
1.082245637E1;1.337169342E0;-8.388555908E-1;9.775721283E0;9.902344528E0
1.083251337E1;1.323996735E0;-7.457492065E-1;9.833351440E0;9.950070843E0
1.084257037E1;1.312470703E0;-9.334588623E-1;9.759854279E0;9.891849187E0
1.085262737E1;1.305135956E0;-9.542655945E-1;9.698781281E0;9.832617201E0
1.086268437E1;1.325792999E0;-9.490264893E-1;9.628277893E0;9.765352709E0
1.087274137E1;1.328936462E0;-9.828561401E-1;9.624385986E0;9.765289751E0
1.088279837E1;1.331032104E0;-1.001417542E0;9.644444275E0;9.787225803E0
1.089285537E1;1.326840820E0;-9.885443115E-1;9.715396729E0;9.855285892E0
1.090291238E1;1.307530975E0;-9.957293701E-1;9.750872955E0;9.888409256E0
1.091296867E1;1.287023621E0;-9.972262573E-1;9.780511322E0;9.915104222E0
1.092302567E1;1.254241791E0;-9.978250122E-1;9.764943695E0;9.895600163E0
1.093308267E1;1.256187744E0;-1.023571472E0;9.713899841E0;9.848124508E0
1.094313967E1;1.272503815E0;-1.017883301E0;9.746531982E0;9.881813500E0
1.095319667E1;1.295855255E0;-1.075513458E0;9.659712524E0;9.805407493E0
1.096325367E1;1.172212372E0;-1.338666229E0;9.598040771E0;9.761582647E0
1.097331067E1;1.179547119E0;-1.069974976E0;9.668095093E0;9.798379487E0
1.098336767E1;1.394200745E0;-9.039701843E-1;9.712702332E0;9.853808624E0
1.099342467E1;1.397194519E0;-9.385482788E-1;9.680968323E0;9.826198302E0
1.100348167E1;1.358425140E0;-8.448431396E-1;9.738598480E0;9.869112379E0
1.101353867E1;1.367256775E0;-7.105723572E-1;9.795330505E0;9.915785590E0
1.102359567E1;1.343156891E0;-8.387059021E-1;9.694739685E0;9.823211063E0
1.103365267E1;1.295705566E0;-1.016835480E0;9.681716766E0;9.820817015E0
1.104370967E1;1.307830353E0;-9.976753235E-1;9.687404938E0;9.826066899E0
1.105376667E1;1.318607941E0;-1.085841980E0;9.589059448E0;9.740012362E0
1.106382367E1;1.291663971E0;-1.231788483E0;9.638007660E0;9.801881979E0
1.107388067E1;1.275647278E0;-1.028810577E0;9.737999725E0;9.874936244E0
1.108393767E1;1.294208679E0;-9.271719360E-1;9.698631592E0;9.828432157E0
1.109399467E1;1.317560120E0;-9.363029480E-1;9.705217896E0;9.838896395E0
1.110405167E1;1.313518524E0;-8.629554749E-1;9.733509064E0;9.859575131E0
1.111410867E1;1.356179810E0;-8.241860962E-1;9.686506805E0;9.815646718E0
1.112416567E1;1.352287903E0;-9.295669556E-1;9.646539917E0;9.785116743E0
1.113422267E1;1.270408173E0;-1.026415558E0;9.706714783E0;9.843158929E0
1.114427967E1;1.272503815E0;-1.087937622E0;9.677824860E0;9.821566486E0
1.115433667E1;1.269510040E0;-1.140777740E0;9.685159607E0;9.834396077E0
1.116439367E1;1.262025604E0;-1.036594391E0;9.698182526E0;9.834733390E0
1.117445067E1;1.334025879E0;-9.451345825E-1;9.699829102E0;9.836645212E0
1.118450767E1;1.319206696E0;-9.113049316E-1;9.716294861E0;9.847698655E0
1.119456467E1;1.311572571E0;-8.385562134E-1;9.711953888E0;9.835926365E0
1.120462167E1;1.335073700E0;-8.376580811E-1;9.727371826E0;9.854230335E0
1.121467867E1;1.294657745E0;-9.732760620E-1;9.680818634E0;9.815378464E0
1.122473567E1;1.313219147E0;-9.904902649E-1;9.637857971E0;9.777214417E0
1.123479267E1;1.319955139E0;-9.485774231E-1;9.685309296E0;9.820758466E0
1.124484967E1;1.267264709E0;-9.858499146E-1;9.754016418E0;9.885276738E0
1.125490667E1;1.274449768E0;-9.665400696E-1;9.725425873E0;9.856080881E0
1.126496367E1;1.271156616E0;-1.013093262E0;9.704319763E0;9.839513157E0
1.127502067E1;1.276096344E0;-9.865983582E-1;9.732461243E0;9.865221743E0
1.128507767E1;1.260379028E0;-1.006207581E0;9.727072449E0;9.859865487E0
1.129513467E1;1.268312531E0;-1.014290771E0;9.698481903E0;9.833511767E0
1.130519167E1;1.287921753E0;-1.004710693E0;9.671837311E0;9.808803341E0
1.131524867E1;1.290616150E0;-9.852511597E-1;9.724677429E0;9.859298200E0
1.132530567E1;1.304686890E0;-9.765692139E-1;9.686806183E0;9.822937918E0
1.133536267E1;1.301094360E0;-9.910890198E-1;9.679770813E0;9.816978505E0
1.134541967E1;1.285227356E0;-1.009949799E0;9.702523499E0;9.839246424E0
1.135547667E1;1.299597473E0;-1.043480072E0;9.738299103E0;9.879892392E0
1.136553367E1;1.298699341E0;-9.686357117E-1;9.711355133E0;9.845572286E0
1.137559067E1;1.240021362E0;-9.665400696E-1;9.791737976E0;9.917156108E0
1.138564767E1;1.287023621E0;-9.836045837E-1;9.724976807E0;9.858959462E0
1.139570467E1;1.299747162E0;-1.009201355E0;9.626930695E0;9.766556438E0
1.140576167E1;1.299896851E0;-1.037492523E0;9.628427582E0;9.771015313E0
1.141581867E1;1.353335724E0;-1.046922913E0;9.665700073E0;9.815972854E0
1.142587567E1;1.346000977E0;-1.063388672E0;9.633367310E0;9.784900603E0
1.143593267E1;1.309626617E0;-9.000782776E-1;9.703721008E0;9.832978399E0
1.144598967E1;1.294058990E0;-8.485853577E-1;9.728569336E0;9.850875449E0
1.145604667E1;1.294807434E0;-9.595046997E-1;9.738448792E0;9.870894611E0
1.146610367E1;1.313219147E0;-9.647438049E-1;9.724078674E0;9.859664355E0
1.147616067E1;1.293310547E0;-9.930349731E-1;9.692943420E0;9.829136421E0
1.148621767E1;1.306932220E0;-1.013991394E0;9.660311279E0;9.800911406E0
1.149627467E1;1.337019653E0;-1.004411316E0;9.658515015E0;9.802212808E0
1.150633167E1;1.299298096E0;-1.004411316E0;9.660910034E0;9.799500004E0
1.151638867E1;1.335522766E0;-9.849517822E-1;9.670190735E0;9.811541159E0
1.152644567E1;1.326092377E0;-9.753717041E-1;9.710007935E0;9.848559541E0
1.153650267E1;1.325194244E0;-9.894424438E-1;9.702523499E0;9.842464040E0
1.154655967E1;1.302740936E0;-1.002764740E0;9.717791748E0;9.855868685E0
1.155661667E1;1.275198212E0;-1.007704468E0;9.718091125E0;9.853065203E0
1.156667367E1;1.288969574E0;-9.898915100E-1;9.695338440E0;9.830611132E0
1.157673067E1;1.330433350E0;-9.978250122E-1;9.676028595E0;9.817903902E0
1.158678767E1;1.325194244E0;-9.753717041E-1;9.680668945E0;9.819513276E0
1.159684467E1;1.321002960E0;-9.782157898E-1;9.683363342E0;9.821887831E0
1.160690167E1;1.307231598E0;-9.713301086E-1;9.686955872E0;9.822904392E0
1.161695867E1;1.291663971E0;-9.942324829E-1;9.710906067E0;9.846755338E0
1.162701567E1;1.293160858E0;-1.008153534E0;9.697583771E0;9.835231037E0
1.163707267E1;1.281934204E0;-1.021924896E0;9.686207428E0;9.823965601E0
1.164712967E1;1.294208679E0;-1.018931122E0;9.709858246E0;9.848580806E0
1.165718667E1;1.310973816E0;-9.851014709E-1;9.689051514E0;9.826840616E0
1.166724367E1;1.302591248E0;-9.937834167E-1;9.668693848E0;9.806527936E0
1.167730067E1;1.325194244E0;-9.770182800E-1;9.657616882E0;9.796951993E0
1.168735767E1;1.317859497E0;-9.776170349E-1;9.702224121E0;9.840002115E0
1.169741467E1;1.300645294E0;-9.963281250E-1;9.677375793E0;9.815087884E0
1.170747167E1;1.282982025E0;-9.707313538E-1;9.725874939E0;9.858042684E0
1.171752867E1;1.272204437E0;-9.894424438E-1;9.713899841E0;9.846692369E0
1.172758567E1;1.284927979E0;-1.008602600E0;9.692793732E0;9.829474525E0
1.173764267E1;1.289119263E0;-1.015637970E0;9.725126495E0;9.862628164E0
1.174769967E1;1.307081909E0;-1.013841705E0;9.702373810E0;9.842377541E0
1.175775667E1;1.276844788E0;-9.457333374E-1;9.713750153E0;9.842849495E0
1.176781367E1;1.283730469E0;-9.214837646E-1;9.712103577E0;9.839819720E0
1.177787067E1;1.302591248E0;-9.840536499E-1;9.680070190E0;9.816764459E0
1.178792767E1;1.299896851E0;-1.001118164E0;9.697434082E0;9.835252776E0
1.179798467E1;1.302890625E0;-9.755213928E-1;9.675579529E0;9.811524101E0
1.180804167E1;1.301842804E0;-9.698332214E-1;9.682315521E0;9.817464286E0
1.181809867E1;1.265019379E0;-9.786648560E-1;9.709109802E0;9.839963012E0
1.182815567E1;1.279688873E0;-9.627978516E-1;9.728868713E0;9.859790553E0
1.183821267E1;1.269659729E0;-9.774673462E-1;9.694290619E0;9.825820518E0
1.184826967E1;1.273851013E0;-1.005459137E0;9.668244781E0;9.803499459E0
1.185832667E1;1.285826111E0;-9.859996033E-1;9.684261475E0;9.818883048E0
1.186838367E1;1.265468445E0;-9.749226379E-1;9.727671204E0;9.857964880E0
1.187844067E1;1.249451752E0;-1.002465363E0;9.726473694E0;9.857502574E0
1.188849767E1;1.251996460E0;-1.017733612E0;9.688752136E0;9.822178720E0
1.189855467E1;1.263073425E0;-1.004710693E0;9.685458984E0;9.819007780E0
1.190861225E1;1.247805176E0;-1.017434235E0;9.688752136E0;9.821614335E0
1.191866925E1;1.259331207E0;-1.000369720E0;9.712103577E0;9.844369485E0
1.192872625E1;1.276994476E0;-9.800120544E-1;9.688303070E0;9.821117803E0
1.193878325E1;1.236129456E0;-9.855505371E-1;9.700727234E0;9.828704633E0
1.194884025E1;1.254840546E0;-9.951306152E-1;9.734556885E0;9.865419782E0
1.195889725E1;1.257984009E0;-9.551637268E-1;9.728269958E0;9.855663240E0
1.196895425E1;1.213376770E0;-9.818083191E-1;9.720186768E0;9.844707287E0
1.197901125E1;1.207538910E0;-9.738748169E-1;9.692045288E0;9.815412587E0
1.198906825E1;1.223555603E0;-9.397457886E-1;9.720186768E0;9.841861676E0
1.199912525E1;1.259331207E0;-1.005758514E0;9.710756378E0;9.843589524E0
1.200918225E1;1.329684906E0;-1.082848206E0;9.622140656E0;9.773751224E0
1.201923925E1;1.284778290E0;-1.015937347E0;9.673334198E0;9.811023313E0
1.202929625E1;1.249900818E0;-9.824070740E-1;9.757459259E0;9.886120923E0
1.203935325E1;1.247805176E0;-1.006506958E0;9.709558868E0;9.841016585E0
1.204941025E1;1.246158600E0;-1.007704468E0;9.705517273E0;9.836942873E0
1.205946725E1;1.271455994E0;-9.545649719E-1;9.701775055E0;9.831186797E0
1.206952425E1;1.259480896E0;-9.487271118E-1;9.697284393E0;9.824647569E0
1.207958125E1;1.279090118E0;-9.274713135E-1;9.696535950E0;9.824412654E0
1.208963825E1;1.239422607E0;-8.819659424E-1;9.744136963E0;9.862161907E0
1.209969525E1;1.255888367E0;-9.011260986E-1;9.728120270E0;9.850157756E0
1.210975225E1;1.295106812E0;-1.014889526E0;9.684411163E0;9.823193065E0
1.211980925E1;1.277443542E0;-1.020727386E0;9.763746185E0;9.899721510E0
1.212986625E1;1.245110779E0;-1.004111938E0;9.715097351E0;9.845895499E0
1.213992325E1;1.351389771E0;-8.586145020E-1;9.675729218E0;9.807303863E0
1.214998025E1;1.359323273E0;-3.266207886E-1;9.871671753E0;9.970172722E0
1.216003725E1;1.353485413E0;-6.342311096E-1;9.741143188E0;9.855153093E0
1.217009425E1;1.311273193E0;-1.143771515E0;9.575886841E0;9.732690248E0
1.218015125E1;1.369053040E0;-9.979747009E-1;9.563013611E0;9.711925095E0
1.219020825E1;1.380728760E0;-1.065334625E0;9.521549835E0;9.679941169E0
1.220026525E1;1.352886658E0;-1.128652954E0;9.685758362E0;9.844697804E0
1.221032225E1;1.251397705E0;-1.124461670E0;9.713301086E0;9.857922107E0
1.222037925E1;1.238225098E0;-1.016985168E0;9.683363342E0;9.815038759E0
1.223043625E1;1.279239807E0;-1.010997620E0;9.713450775E0;9.849350061E0
1.224049325E1;1.290167084E0;-1.087638245E0;9.738897858E0;9.884008273E0
1.225055025E1;1.304387512E0;-1.046174469E0;9.705666962E0;9.848648586E0
1.226060725E1;1.300495605E0;-9.644444275E-1;9.692344666E0;9.826646783E0
1.227066425E1;1.309776306E0;-1.144669647E0;9.707612915E0;9.862227491E0
1.228072125E1;1.276994476E0;-1.212628326E0;9.686057739E0;9.844841130E0
1.229077825E1;1.288819885E0;-9.803114319E-1;9.706265717E0;9.840409613E0
1.230083525E1;1.299597473E0;-9.897418213E-1;9.695937195E0;9.832585649E0
1.231089225E1;1.282832336E0;-9.999206543E-1;9.700577545E0;9.835990282E0
1.232094925E1;1.317260742E0;-9.753717041E-1;9.720635834E0;9.857854069E0
1.233100625E1;1.319506073E0;-9.686357117E-1;9.718989258E0;9.855866457E0
1.234106325E1;1.288071442E0;-9.687854004E-1;9.699529724E0;9.832525111E0
1.235112025E1;1.327289886E0;-9.768685913E-1;9.667047272E0;9.806516896E0
1.236117725E1;1.314716034E0;-9.440867615E-1;9.703571320E0;9.837635611E0
1.237123425E1;1.231638794E0;-1.111887817E0;9.640402679E0;9.782156841E0
1.238129125E1;1.717079315E0;-1.417402496E0;9.624535675E0;9.878718448E0
1.239134825E1;1.500330048E0;-1.043180695E0;9.596543884E0;9.768974907E0
1.240140525E1;1.030307465E0;-7.089257812E-1;9.835297394E0;9.914493636E0
1.241146225E1;1.239123230E0;-9.139993286E-1;9.830058289E0;9.949917945E0
1.242151925E1;1.328786774E0;-1.029559021E0;9.699978790E0;9.844554566E0
1.243157625E1;1.281634827E0;-9.104067993E-1;9.752220154E0;9.878118561E0
1.244163325E1;1.332528992E0;-9.428892517E-1;9.661209412E0;9.798144771E0
1.245169025E1;1.417402496E0;-1.053658905E0;9.620643768E0;9.781411628E0
1.246174725E1;1.365460510E0;-9.250762939E-1;9.596693573E0;9.737390620E0
1.247180425E1;1.323847046E0;-8.671467590E-1;9.669891357E0;9.798536287E0
1.248186125E1;1.353335724E0;-9.053173828E-1;9.680219879E0;9.816199573E0
1.249191825E1;1.325044556E0;-8.384065247E-1;9.723180542E0;9.848802385E0
1.250197525E1;1.265169067E0;-8.036787415E-1;9.777068481E0;9.891290127E0
1.251203225E1;1.307530975E0;-9.400451660E-1;9.734706573E0;9.867007360E0
1.252208925E1;1.361568604E0;-1.011296997E0;9.649833069E0;9.797748156E0
1.253214625E1;1.350940704E0;-9.981243896E-1;9.657018127E0;9.802004499E0
1.254220325E1;1.362017670E0;-9.627978516E-1;9.653126221E0;9.796168520E0
1.255226025E1;1.386416931E0;-9.774673462E-1;9.611063690E0;9.759617799E0
1.256231725E1;1.377435608E0;-1.088536377E0;9.657616882E0;9.815895484E0
1.257237425E1;1.390608215E0;-1.233435059E0;9.640103302E0;9.817675128E0
1.258243225E1;1.325493622E0;-9.880952454E-1;9.677525482E0;9.817727080E0
1.259248825E1;1.231339417E0;-8.210426331E-1;9.795779572E0;9.906947319E0
1.260254625E1;1.260528717E0;-8.496331787E-1;9.814490662E0;9.931517313E0
1.261260225E1;1.275796967E0;-8.982820129E-1;9.758956146E0;9.882904105E0
1.262266025E1;1.337768097E0;-9.484277344E-1;9.761201477E0;9.897989337E0
1.263271625E1;1.307381287E0;-9.596543884E-1;9.726024628E0;9.860311224E0
1.264277425E1;1.332678680E0;-9.952803040E-1;9.626331940E0;9.768975482E0
1.265283025E1;1.334774323E0;-1.005758514E0;9.642198944E0;9.785968177E0
1.266288825E1;1.366658020E0;-9.861492920E-1;9.685458984E0;9.830989793E0
1.267294425E1;1.391356659E0;-1.090332642E0;9.639504547E0;9.800242167E0
1.268300225E1;1.392404480E0;-1.130449219E0;9.691895599E0;9.856446925E0
1.269305925E1;1.318607941E0;-9.437873840E-1;9.761949921E0;9.895712596E0
1.270311625E1;1.264570312E0;-8.134085083E-1;9.826465759E0;9.940835015E0
1.271317325E1;1.218915253E0;-8.044271851E-1;9.804611206E0;9.912782576E0
1.272323025E1;1.349743195E0;-9.939331055E-1;9.685908051E0;9.829879169E0
1.273328725E1;1.356479187E0;-9.852511597E-1;9.661808167E0;9.806186449E0
1.274334325E1;1.405128021E0;-9.788145447E-1;9.562714233E0;9.714832277E0
1.275340125E1;1.407822418E0;-9.907896423E-1;9.566606140E0;9.720266515E0
1.276345825E1;1.456022186E0;-1.116977234E0;9.648186493E0;9.821157842E0
1.277351525E1;1.412013702E0;-1.170865173E0;9.623936920E0;9.797186831E0
1.278357225E1;1.235530701E0;-7.955955505E-1;9.729617157E0;9.839967399E0
1.279362925E1;1.273851013E0;-8.472381592E-1;9.810449066E0;9.929019075E0
1.280368625E1;1.295106812E0;-9.286688232E-1;9.732610931E0;9.862223024E0
1.281374325E1;1.328337708E0;-9.166937256E-1;9.674382019E0;9.808082172E0
1.282380025E1;1.412163391E0;-9.201365662E-1;9.708810425E0;9.854027431E0
1.283385725E1;1.328038330E0;-9.578581238E-1;9.718390503E0;9.855368687E0
1.284391425E1;1.317111053E0;-9.672885132E-1;9.736951904E0;9.873128227E0
1.285397125E1;1.356030121E0;-9.725276184E-1;9.664053497E0;9.807066720E0
1.286402825E1;1.363065491E0;-1.001118164E0;9.628427582E0;9.775827474E0
1.287408525E1;1.349892883E0;-9.816586304E-1;9.668244781E0;9.811259940E0
1.288414225E1;1.371448059E0;-9.744735718E-1;9.677076416E0;9.822233783E0
1.289419925E1;1.367256775E0;-9.693841553E-1;9.664352875E0;9.808609138E0
1.290425625E1;1.361867981E0;-9.669891357E-1;9.708511047E0;9.851138977E0
1.291431300E1;1.364712067E0;-9.839039612E-1;9.657167816E0;9.802621907E0
1.292437000E1;1.390159149E0;-9.629475403E-1;9.655970306E0;9.802936957E0
1.293442800E1;1.377435608E0;-9.325607300E-1;9.714648285E0;9.856033161E0
1.294448400E1;1.333876190E0;-9.395960999E-1;9.736502838E0;9.872261850E0
1.295454200E1;1.319057007E0;-9.675878906E-1;9.698332214E0;9.835333520E0
1.296459800E1;1.316362610E0;-1.023272095E0;9.605974274E0;9.749596815E0
1.297465600E1;1.342408447E0;-1.197659454E0;9.501192169E0;9.670010406E0
1.298471300E1;1.418600006E0;-7.595205688E-1;9.963580627E0;1.009268232E1
1.299477000E1;1.339264984E0;-1.002615051E0;9.572144623E0;9.717243453E0
1.300482700E1;1.303639069E0;-1.102158051E0;9.437724152E0;9.590874014E0
1.301488400E1;1.425186310E0;-7.661068726E-1;9.908794556E0;1.004003413E1
1.302494100E1;1.269360352E0;-1.015637970E0;9.758806458E0;9.893285585E0
1.303499800E1;1.226100311E0;-1.085841980E0;9.584568787E0;9.723493899E0
1.304505500E1;1.374591522E0;-9.053173828E-1;9.714648285E0;9.853095591E0
1.305511200E1;1.301094360E0;-8.882528687E-1;9.913434906E0;1.003783001E1
1.306516900E1;1.195863190E0;-1.089883575E0;9.663005676E0;9.797530999E0
1.307522600E1;1.323847046E0;-1.011296997E0;9.632469177E0;9.775467000E0
1.308528200E1;1.311871948E0;-8.852590942E-1;9.860145721E0;9.986348948E0
1.309534000E1;1.249152374E0;-1.039438477E0;9.678273926E0;9.813755661E0
1.310539700E1;1.256337433E0;-9.827064514E-1;9.779014435E0;9.908239956E0
1.311545400E1;1.275347900E0;-1.015488281E0;9.827214203E0;9.961519347E0
1.312551000E1;1.294957123E0;-9.988728333E-1;9.787097626E0;9.922799042E0
1.313556700E1;1.348845062E0;-1.101708984E0;9.726773071E0;9.881460422E0
1.314562500E1;1.300495605E0;-1.072669373E0;9.605225830E0;9.752039358E0
1.315568200E1;1.411265259E0;-8.433462524E-1;9.643695831E0;9.782830460E0
1.316573900E1;1.395997009E0;-7.731422424E-1;9.773625641E0;9.903045731E0
1.317579600E1;1.340013428E0;-9.195378113E-1;9.893825684E0;1.002641374E1
1.318585300E1;1.276246033E0;-9.812095642E-1;9.968220978E0;1.009737617E1
1.319590900E1;1.323697357E0;-9.738748169E-1;9.867181091E0;1.000309300E1
1.320596600E1;1.330732727E0;-9.175918579E-1;9.798324280E0;9.930759442E0
1.321602400E1;1.346300354E0;-1.071172485E0;9.825118561E0;9.974612267E0
1.322608000E1;1.155746613E0;-1.261127472E0;9.747879181E0;9.896834911E0
1.323613800E1;8.574169922E-1;-1.366957397E0;9.742939453E0;9.875657224E0
1.324619400E1;9.865983582E-1;-1.257385254E0;9.766440582E0;9.896350623E0
1.325625100E1;1.308279419E0;-1.232836304E0;9.772877197E0;9.936830939E0
1.326630800E1;1.961970062E0;-1.002764740E0;9.750573578E0;9.996426799E0
1.327636500E1;2.060465240E0;-8.937913513E-1;9.741292877E0;9.996857852E0
1.328642200E1;1.971699829E0;-1.117575989E0;9.710606689E0;9.971582552E0
1.329647900E1;1.859582977E0;-1.437909851E0;9.758806458E0;1.003792494E1
1.330653600E1;1.887874146E0;-1.614542542E0;1.005758514E1;1.035981831E1
1.331659400E1;2.191293182E0;-1.530118103E0;1.043959076E1;1.077627405E1
1.332665000E1;2.710862732E0;-1.016985168E0;1.054527100E1;1.093552815E1
1.333670800E1;3.287912750E0;-5.468128967E-1;1.049078430E1;1.100753968E1
1.334676400E1;3.508853302E0;-4.218228149E-1;1.065229843E1;1.122325478E1
1.335682100E1;3.348386993E0;-5.864804077E-1;1.101185074E1;1.152460461E1
1.336687800E1;2.962639160E0;-7.753875732E-1;1.130583939E1;1.171326005E1
1.337693600E1;2.501148834E0;-7.731422424E-1;1.129416367E1;1.159360286E1
1.338699200E1;2.137255554E0;-6.225553894E-1;1.119971008E1;1.141879777E1
1.339705000E1;2.032922516E0;-7.491920471E-1;1.088177124E1;1.109535975E1
1.340710600E1;2.049687653E0;-1.004261627E0;1.040186920E1;1.064934945E1
1.341716300E1;2.056423645E0;-1.060245209E0;9.951156464E0;1.021658030E1
1.342722000E1;2.034718781E0;-8.921447754E-1;9.746382294E0;9.996397883E0
1.343727700E1;1.975442047E0;-8.072712708E-1;9.837243347E0;1.006605260E1
1.344733400E1;1.890418854E0;-8.848100281E-1;1.012913635E1;1.034195221E1
1.345739100E1;1.782343597E0;-9.210346985E-1;1.056338333E1;1.075221470E1
